,Season,Week,Team,TeamPoints,OpponentPoints,YardsFor,YardsAgainst,Opponent,MatchString
0,2018,1,PHI,18.0,12.0,232.0,299.0,ATL,20181PHIATL
1,2018,1,ATL,12.0,18.0,299.0,232.0,PHI,20181ATLPHI
2,2018,1,NO,40.0,48.0,475.0,529.0,TB,20181NOTB
3,2018,1,TB,48.0,40.0,529.0,475.0,NO,20181TBNO
4,2018,1,BAL,47.0,3.0,369.0,153.0,BUF,20181BALBUF
5,2018,1,BUF,3.0,47.0,153.0,369.0,BAL,20181BUFBAL
6,2018,1,IND,23.0,34.0,380.0,330.0,CIN,20181INDCIN
7,2018,1,CIN,34.0,23.0,330.0,380.0,IND,20181CININD
8,2018,1,CLE,21.0,21.0,327.0,472.0,PIT,20181CLEPIT
9,2018,1,PIT,21.0,21.0,472.0,327.0,CLE,20181PITCLE
10,2018,1,MIA,27.0,20.0,342.0,336.0,TEN,20181MIATEN
11,2018,1,TEN,20.0,27.0,336.0,342.0,MIA,20181TENMIA
12,2018,1,NE,27.0,20.0,389.0,325.0,HOU,20181NEHOU
13,2018,1,HOU,20.0,27.0,325.0,389.0,NE,20181HOUNE
14,2018,1,NYG,15.0,20.0,324.0,305.0,JAX,20181NYGJAX
15,2018,1,JAX,20.0,15.0,305.0,324.0,NYG,20181JAXNYG
16,2018,1,MIN,24.0,16.0,343.0,327.0,SF,20181MINSF
17,2018,1,SF,16.0,24.0,327.0,343.0,MIN,20181SFMIN
18,2018,1,LAC,28.0,38.0,541.0,362.0,KC,20181LACKC
19,2018,1,KC,38.0,28.0,362.0,541.0,LAC,20181KCLAC
20,2018,1,ARI,6.0,24.0,213.0,429.0,WAS,20181ARIWAS
21,2018,1,WAS,24.0,6.0,429.0,213.0,ARI,20181WASARI
22,2018,1,CAR,16.0,8.0,293.0,232.0,DAL,20181CARDAL
23,2018,1,DAL,8.0,16.0,232.0,293.0,CAR,20181DALCAR
24,2018,1,DEN,27.0,24.0,470.0,306.0,SEA,20181DENSEA
25,2018,1,SEA,24.0,27.0,306.0,470.0,DEN,20181SEADEN
26,2018,1,GB,24.0,23.0,370.0,294.0,CHI,20181GBCHI
27,2018,1,CHI,23.0,24.0,294.0,370.0,GB,20181CHIGB
28,2018,1,DET,17.0,48.0,339.0,349.0,NYJ,20181DETNYJ
29,2018,1,NYJ,48.0,17.0,349.0,339.0,DET,20181NYJDET
30,2018,1,LV,13.0,33.0,395.0,365.0,LAR,20181LVLAR
31,2018,1,LAR,33.0,13.0,365.0,395.0,LV,20181LARLV
32,2018,2,CIN,34.0,23.0,373.0,425.0,BAL,20182CINBAL
33,2018,2,BAL,23.0,34.0,425.0,373.0,CIN,20182BALCIN
34,2018,2,TB,27.0,21.0,436.0,412.0,PHI,20182TBPHI
35,2018,2,PHI,21.0,27.0,412.0,436.0,TB,20182PHITB
36,2018,2,GB,29.0,29.0,351.0,480.0,MIN,20182GBMIN
37,2018,2,MIN,29.0,29.0,480.0,351.0,GB,20182MINGB
38,2018,2,TEN,20.0,17.0,283.0,437.0,HOU,20182TENHOU
39,2018,2,HOU,17.0,20.0,437.0,283.0,TEN,20182HOUTEN
40,2018,2,PIT,37.0,42.0,475.0,449.0,KC,20182PITKC
41,2018,2,KC,42.0,37.0,449.0,475.0,PIT,20182KCPIT
42,2018,2,WAS,9.0,21.0,334.0,281.0,IND,20182WASIND
43,2018,2,IND,21.0,9.0,281.0,334.0,WAS,20182INDWAS
44,2018,2,ATL,31.0,24.0,442.0,439.0,CAR,20182ATLCAR
45,2018,2,CAR,24.0,31.0,439.0,442.0,ATL,20182CARATL
46,2018,2,BUF,20.0,31.0,293.0,349.0,LAC,20182BUFLAC
47,2018,2,LAC,31.0,20.0,349.0,293.0,BUF,20182LACBUF
48,2018,2,NO,21.0,18.0,275.0,327.0,CLE,20182NOCLE
49,2018,2,CLE,18.0,21.0,327.0,275.0,NO,20182CLENO
50,2018,2,NYJ,12.0,20.0,362.0,257.0,MIA,20182NYJMIA
51,2018,2,MIA,20.0,12.0,257.0,362.0,NYJ,20182MIANYJ
52,2018,2,LAR,34.0,0.0,432.0,137.0,ARI,20182LARARI
53,2018,2,ARI,0.0,34.0,137.0,432.0,LAR,20182ARILAR
54,2018,2,SF,30.0,27.0,346.0,427.0,DET,20182SFDET
55,2018,2,DET,27.0,30.0,427.0,346.0,SF,20182DETSF
56,2018,2,DEN,20.0,19.0,385.0,373.0,LV,20182DENLV
57,2018,2,LV,19.0,20.0,373.0,385.0,DEN,20182LVDEN
58,2018,2,JAX,31.0,20.0,480.0,302.0,NE,20182JAXNE
59,2018,2,NE,20.0,31.0,302.0,480.0,JAX,20182NEJAX
60,2018,2,DAL,20.0,13.0,298.0,255.0,NYG,20182DALNYG
61,2018,2,NYG,13.0,20.0,255.0,298.0,DAL,20182NYGDAL
62,2018,2,CHI,24.0,17.0,271.0,276.0,SEA,20182CHISEA
63,2018,2,SEA,17.0,24.0,276.0,271.0,CHI,20182SEACHI
64,2018,3,CLE,21.0,17.0,323.0,268.0,NYJ,20183CLENYJ
65,2018,3,NYJ,17.0,21.0,268.0,323.0,CLE,20183NYJCLE
66,2018,3,ATL,37.0,43.0,407.0,534.0,NO,20183ATLNO
67,2018,3,NO,43.0,37.0,534.0,407.0,ATL,20183NOATL
68,2018,3,MIN,6.0,27.0,292.0,292.0,BUF,20183MINBUF
69,2018,3,BUF,27.0,6.0,292.0,292.0,MIN,20183BUFMIN
70,2018,3,MIA,28.0,20.0,373.0,434.0,LV,20183MIALV
71,2018,3,LV,20.0,28.0,434.0,373.0,MIA,20183LVMIA
72,2018,3,BAL,27.0,14.0,342.0,293.0,DEN,20183BALDEN
73,2018,3,DEN,14.0,27.0,293.0,342.0,BAL,20183DENBAL
74,2018,3,CAR,31.0,21.0,377.0,396.0,CIN,20183CARCIN
75,2018,3,CIN,21.0,31.0,396.0,377.0,CAR,20183CINCAR
76,2018,3,WAS,31.0,17.0,386.0,340.0,GB,20183WASGB
77,2018,3,GB,17.0,31.0,340.0,386.0,WAS,20183GBWAS
78,2018,3,HOU,22.0,27.0,427.0,379.0,NYG,20183HOUNYG
79,2018,3,NYG,27.0,22.0,379.0,427.0,HOU,20183NYGHOU
80,2018,3,JAX,6.0,9.0,232.0,233.0,TEN,20183JAXTEN
81,2018,3,TEN,9.0,6.0,233.0,232.0,JAX,20183TENJAX
82,2018,3,KC,38.0,27.0,384.0,406.0,SF,20183KCSF
83,2018,3,SF,27.0,38.0,406.0,384.0,KC,20183SFKC
84,2018,3,PHI,20.0,16.0,379.0,209.0,IND,20183PHIIND
85,2018,3,IND,16.0,20.0,209.0,379.0,PHI,20183INDPHI
86,2018,3,LAR,35.0,23.0,521.0,356.0,LAC,20183LARLAC
87,2018,3,LAC,23.0,35.0,356.0,521.0,LAR,20183LACLAR
88,2018,3,ARI,14.0,16.0,221.0,316.0,CHI,20183ARICHI
89,2018,3,CHI,16.0,14.0,316.0,221.0,ARI,20183CHIARI
90,2018,3,SEA,24.0,13.0,295.0,303.0,DAL,20183SEADAL
91,2018,3,DAL,13.0,24.0,303.0,295.0,SEA,20183DALSEA
92,2018,3,DET,26.0,10.0,414.0,209.0,NE,20183DETNE
93,2018,3,NE,10.0,26.0,209.0,414.0,DET,20183NEDET
94,2018,3,TB,27.0,30.0,455.0,413.0,PIT,20183TBPIT
95,2018,3,PIT,30.0,27.0,413.0,455.0,TB,20183PITTB
96,2018,4,LAR,38.0,31.0,556.0,446.0,MIN,20184LARMIN
97,2018,4,MIN,31.0,38.0,446.0,556.0,LAR,20184MINLAR
98,2018,4,DAL,26.0,24.0,414.0,382.0,DET,20184DALDET
99,2018,4,DET,24.0,26.0,382.0,414.0,DAL,20184DETDAL
100,2018,4,TEN,26.0,23.0,397.0,432.0,PHI,20184TENPHI
101,2018,4,PHI,23.0,26.0,432.0,397.0,TEN,20184PHITEN
102,2018,4,JAX,31.0,12.0,503.0,178.0,NYJ,20184JAXNYJ
103,2018,4,NYJ,12.0,31.0,178.0,503.0,JAX,20184NYJJAX
104,2018,4,IND,34.0,37.0,478.0,466.0,HOU,20184INDHOU
105,2018,4,HOU,37.0,34.0,466.0,478.0,IND,20184HOUIND
106,2018,4,ATL,36.0,37.0,495.0,407.0,CIN,20184ATLCIN
107,2018,4,CIN,37.0,36.0,407.0,495.0,ATL,20184CINATL
108,2018,4,GB,22.0,0.0,423.0,145.0,BUF,20184GBBUF
109,2018,4,BUF,0.0,22.0,145.0,423.0,GB,20184BUFGB
110,2018,4,CHI,48.0,10.0,483.0,311.0,TB,20184CHITB
111,2018,4,TB,10.0,48.0,311.0,483.0,CHI,20184TBCHI
112,2018,4,NE,38.0,7.0,449.0,172.0,MIA,20184NEMIA
113,2018,4,MIA,7.0,38.0,172.0,449.0,NE,20184MIANE
114,2018,4,ARI,17.0,20.0,263.0,331.0,SEA,20184ARISEA
115,2018,4,SEA,20.0,17.0,331.0,263.0,ARI,20184SEAARI
116,2018,4,LV,45.0,42.0,565.0,487.0,CLE,20184LVCLE
117,2018,4,CLE,42.0,45.0,487.0,565.0,LV,20184CLELV
118,2018,4,NYG,18.0,33.0,299.0,389.0,NO,20184NYGNO
119,2018,4,NO,33.0,18.0,389.0,299.0,NYG,20184NONYG
120,2018,4,LAC,29.0,27.0,368.0,364.0,SF,20184LACSF
121,2018,4,SF,27.0,29.0,364.0,368.0,LAC,20184SFLAC
122,2018,4,PIT,14.0,26.0,284.0,451.0,BAL,20184PITBAL
123,2018,4,BAL,26.0,14.0,451.0,284.0,PIT,20184BALPIT
124,2018,4,DEN,23.0,27.0,385.0,446.0,KC,20184DENKC
125,2018,4,KC,27.0,23.0,446.0,385.0,DEN,20184KCDEN
126,2018,5,NE,38.0,24.0,438.0,439.0,IND,20185NEIND
127,2018,5,IND,24.0,38.0,439.0,438.0,NE,20185INDNE
128,2018,5,CAR,33.0,31.0,350.0,432.0,NYG,20185CARNYG
129,2018,5,NYG,31.0,33.0,432.0,350.0,CAR,20185NYGCAR
130,2018,5,PIT,41.0,17.0,381.0,324.0,ATL,20185PITATL
131,2018,5,ATL,17.0,41.0,324.0,381.0,PIT,20185ATLPIT
132,2018,5,BUF,13.0,12.0,223.0,221.0,TEN,20185BUFTEN
133,2018,5,TEN,12.0,13.0,221.0,223.0,BUF,20185TENBUF
134,2018,5,CIN,27.0,17.0,332.0,297.0,MIA,20185CINMIA
135,2018,5,MIA,17.0,27.0,297.0,332.0,CIN,20185MIACIN
136,2018,5,CLE,12.0,9.0,416.0,410.0,BAL,20185CLEBAL
137,2018,5,BAL,9.0,12.0,410.0,416.0,CLE,20185BALCLE
138,2018,5,NYJ,34.0,16.0,512.0,436.0,DEN,20185NYJDEN
139,2018,5,DEN,16.0,34.0,436.0,512.0,NYJ,20185DENNYJ
140,2018,5,DET,31.0,23.0,264.0,521.0,GB,20185DETGB
141,2018,5,GB,23.0,31.0,521.0,264.0,DET,20185GBDET
142,2018,5,KC,30.0,14.0,424.0,502.0,JAX,20185KCJAX
143,2018,5,JAX,14.0,30.0,502.0,424.0,KC,20185JAXKC
144,2018,5,LAC,26.0,10.0,412.0,289.0,LV,20185LACLV
145,2018,5,LV,10.0,26.0,289.0,412.0,LAC,20185LVLAC
146,2018,5,SEA,31.0,33.0,373.0,468.0,LAR,20185SEALAR
147,2018,5,LAR,33.0,31.0,468.0,373.0,SEA,20185LARSEA
148,2018,5,PHI,21.0,23.0,364.0,375.0,MIN,20185PHIMIN
149,2018,5,MIN,23.0,21.0,375.0,364.0,PHI,20185MINPHI
150,2018,5,SF,18.0,28.0,447.0,220.0,ARI,20185SFARI
151,2018,5,ARI,28.0,18.0,220.0,447.0,SF,20185ARISF
152,2018,5,HOU,19.0,16.0,462.0,292.0,DAL,20185HOUDAL
153,2018,5,DAL,16.0,19.0,292.0,462.0,HOU,20185DALHOU
154,2018,5,NO,43.0,19.0,447.0,283.0,WAS,20185NOWAS
155,2018,5,WAS,19.0,43.0,283.0,447.0,NO,20185WASNO
156,2018,6,NYG,13.0,34.0,401.0,379.0,PHI,20186NYGPHI
157,2018,6,PHI,34.0,13.0,379.0,401.0,NYG,20186PHINYG
158,2018,6,MIA,31.0,28.0,541.0,467.0,CHI,20186MIACHI
159,2018,6,CHI,28.0,31.0,467.0,541.0,MIA,20186CHIMIA
160,2018,6,WAS,23.0,17.0,288.0,350.0,CAR,20186WASCAR
161,2018,6,CAR,17.0,23.0,350.0,288.0,WAS,20186CARWAS
162,2018,6,MIN,27.0,17.0,411.0,268.0,ARI,20186MINARI
163,2018,6,ARI,17.0,27.0,268.0,411.0,MIN,20186ARIMIN
164,2018,6,NYJ,42.0,34.0,374.0,428.0,IND,20186NYJIND
165,2018,6,IND,34.0,42.0,428.0,374.0,NYJ,20186INDNYJ
166,2018,6,ATL,34.0,29.0,417.0,510.0,TB,20186ATLTB
167,2018,6,TB,29.0,34.0,510.0,417.0,ATL,20186TBATL
168,2018,6,HOU,20.0,13.0,216.0,229.0,BUF,20186HOUBUF
169,2018,6,BUF,13.0,20.0,229.0,216.0,HOU,20186BUFHOU
170,2018,6,LV,3.0,27.0,185.0,369.0,SEA,20186LVSEA
171,2018,6,SEA,27.0,3.0,369.0,185.0,LV,20186SEALV
172,2018,6,CIN,21.0,28.0,275.0,481.0,PIT,20186CINPIT
173,2018,6,PIT,28.0,21.0,481.0,275.0,CIN,20186PITCIN
174,2018,6,CLE,14.0,38.0,317.0,449.0,LAC,20186CLELAC
175,2018,6,LAC,38.0,14.0,449.0,317.0,CLE,20186LACCLE
176,2018,6,DEN,20.0,23.0,357.0,444.0,LAR,20186DENLAR
177,2018,6,LAR,23.0,20.0,444.0,357.0,DEN,20186LARDEN
178,2018,6,DAL,40.0,7.0,378.0,204.0,JAX,20186DALJAX
179,2018,6,JAX,7.0,40.0,204.0,378.0,DAL,20186JAXDAL
180,2018,6,TEN,0.0,21.0,106.0,361.0,BAL,20186TENBAL
181,2018,6,BAL,21.0,0.0,361.0,106.0,TEN,20186BALTEN
182,2018,6,NE,43.0,40.0,500.0,446.0,KC,20186NEKC
183,2018,6,KC,40.0,43.0,446.0,500.0,NE,20186KCNE
184,2018,6,GB,33.0,30.0,521.0,401.0,SF,20186GBSF
185,2018,6,SF,30.0,33.0,401.0,521.0,GB,20186SFGB
186,2018,7,ARI,10.0,45.0,223.0,309.0,DEN,20187ARIDEN
187,2018,7,DEN,45.0,10.0,309.0,223.0,ARI,20187DENARI
188,2018,7,LAC,20.0,19.0,344.0,390.0,TEN,20187LACTEN
189,2018,7,TEN,19.0,20.0,390.0,344.0,LAC,20187TENLAC
190,2018,7,PHI,17.0,21.0,342.0,371.0,CAR,20187PHICAR
191,2018,7,CAR,21.0,17.0,371.0,342.0,PHI,20187CARPHI
192,2018,7,MIA,21.0,32.0,322.0,457.0,DET,20187MIADET
193,2018,7,DET,32.0,21.0,457.0,322.0,MIA,20187DETMIA
194,2018,7,CHI,31.0,38.0,453.0,381.0,NE,20187CHINE
195,2018,7,NE,38.0,31.0,381.0,453.0,CHI,20187NECHI
196,2018,7,NYJ,17.0,37.0,263.0,316.0,MIN,20187NYJMIN
197,2018,7,MIN,37.0,17.0,316.0,263.0,NYJ,20187MINNYJ
198,2018,7,IND,37.0,5.0,376.0,303.0,BUF,20187INDBUF
199,2018,7,BUF,5.0,37.0,303.0,376.0,IND,20187BUFIND
200,2018,7,JAX,7.0,20.0,259.0,272.0,HOU,20187JAXHOU
201,2018,7,HOU,20.0,7.0,272.0,259.0,JAX,20187HOUJAX
202,2018,7,TB,26.0,23.0,456.0,305.0,CLE,20187TBCLE
203,2018,7,CLE,23.0,26.0,305.0,456.0,TB,20187CLETB
204,2018,7,BAL,23.0,24.0,351.0,339.0,NO,20187BALNO
205,2018,7,NO,24.0,23.0,339.0,351.0,BAL,20187NOBAL
206,2018,7,WAS,20.0,17.0,305.0,323.0,DAL,20187WASDAL
207,2018,7,DAL,17.0,20.0,323.0,305.0,WAS,20187DALWAS
208,2018,7,SF,10.0,39.0,228.0,339.0,LAR,20187SFLAR
209,2018,7,LAR,39.0,10.0,339.0,228.0,SF,20187LARSF
210,2018,7,KC,45.0,10.0,551.0,239.0,CIN,20187KCCIN
211,2018,7,CIN,10.0,45.0,239.0,551.0,KC,20187CINKC
212,2018,7,ATL,23.0,20.0,423.0,433.0,NYG,20187ATLNYG
213,2018,7,NYG,20.0,23.0,433.0,423.0,ATL,20187NYGATL
214,2018,8,HOU,42.0,23.0,427.0,370.0,MIA,20188HOUMIA
215,2018,8,MIA,23.0,42.0,370.0,427.0,HOU,20188MIAHOU
216,2018,8,JAX,18.0,24.0,335.0,395.0,PHI,20188JAXPHI
217,2018,8,PHI,24.0,18.0,395.0,335.0,JAX,20188PHIJAX
218,2018,8,CHI,24.0,10.0,395.0,207.0,NYJ,20188CHINYJ
219,2018,8,NYJ,10.0,24.0,207.0,395.0,CHI,20188NYJCHI
220,2018,8,CAR,36.0,21.0,386.0,325.0,BAL,20188CARBAL
221,2018,8,BAL,21.0,36.0,325.0,386.0,CAR,20188BALCAR
222,2018,8,DET,14.0,28.0,331.0,413.0,SEA,20188DETSEA
223,2018,8,SEA,28.0,14.0,413.0,331.0,DET,20188SEADET
224,2018,8,NYG,13.0,20.0,303.0,360.0,WAS,20188NYGWAS
225,2018,8,WAS,20.0,13.0,360.0,303.0,NYG,20188WASNYG
226,2018,8,KC,30.0,23.0,340.0,411.0,DEN,20188KCDEN
227,2018,8,DEN,23.0,30.0,411.0,340.0,KC,20188DENKC
228,2018,8,CIN,37.0,34.0,402.0,576.0,TB,20188CINTB
229,2018,8,TB,34.0,37.0,576.0,402.0,CIN,20188TBCIN
230,2018,8,PIT,33.0,18.0,421.0,237.0,CLE,20188PITCLE
231,2018,8,CLE,18.0,33.0,237.0,421.0,PIT,20188CLEPIT
232,2018,8,LV,28.0,42.0,347.0,461.0,IND,20188LVIND
233,2018,8,IND,42.0,28.0,461.0,347.0,LV,20188INDLV
234,2018,8,LAR,29.0,27.0,416.0,359.0,GB,20188LARGB
235,2018,8,GB,27.0,29.0,359.0,416.0,LAR,20188GBLAR
236,2018,8,ARI,18.0,15.0,321.0,267.0,SF,20188ARISF
237,2018,8,SF,15.0,18.0,267.0,321.0,ARI,20188SFARI
238,2018,8,MIN,20.0,30.0,423.0,270.0,NO,20188MINNO
239,2018,8,NO,30.0,20.0,270.0,423.0,MIN,20188NOMIN
240,2018,8,BUF,6.0,25.0,333.0,387.0,NE,20188BUFNE
241,2018,8,NE,25.0,6.0,387.0,333.0,BUF,20188NEBUF
242,2018,9,SF,34.0,3.0,405.0,242.0,LV,20189SFLV
243,2018,9,LV,3.0,34.0,242.0,405.0,SF,20189LVSF
244,2018,9,CAR,42.0,28.0,407.0,301.0,TB,20189CARTB
245,2018,9,TB,28.0,42.0,301.0,407.0,CAR,20189TBCAR
246,2018,9,BAL,16.0,23.0,265.0,395.0,PIT,20189BALPIT
247,2018,9,PIT,23.0,16.0,395.0,265.0,BAL,20189PITBAL
248,2018,9,MIN,24.0,9.0,283.0,209.0,DET,20189MINDET
249,2018,9,DET,9.0,24.0,209.0,283.0,MIN,20189DETMIN
250,2018,9,WAS,14.0,38.0,366.0,491.0,ATL,20189WASATL
251,2018,9,ATL,38.0,14.0,491.0,366.0,WAS,20189ATLWAS
252,2018,9,BUF,9.0,41.0,264.0,190.0,CHI,20189BUFCHI
253,2018,9,CHI,41.0,9.0,190.0,264.0,BUF,20189CHIBUF
254,2018,9,CLE,21.0,37.0,388.0,499.0,KC,20189CLEKC
255,2018,9,KC,37.0,21.0,499.0,388.0,CLE,20189KCCLE
256,2018,9,MIA,13.0,6.0,168.0,282.0,NYJ,20189MIANYJ
257,2018,9,NYJ,6.0,13.0,282.0,168.0,MIA,20189NYJMIA
258,2018,9,SEA,17.0,25.0,356.0,375.0,LAC,20189SEALAC
259,2018,9,LAC,25.0,17.0,375.0,356.0,SEA,20189LACSEA
260,2018,9,DEN,17.0,19.0,348.0,290.0,HOU,20189DENHOU
261,2018,9,HOU,19.0,17.0,290.0,348.0,DEN,20189HOUDEN
262,2018,9,NO,45.0,35.0,487.0,483.0,LAR,20189NOLAR
263,2018,9,LAR,35.0,45.0,483.0,487.0,NO,20189LARNO
264,2018,9,NE,31.0,17.0,433.0,367.0,GB,20189NEGB
265,2018,9,GB,17.0,31.0,367.0,433.0,NE,20189GBNE
266,2018,9,DAL,14.0,28.0,297.0,340.0,TEN,20189DALTEN
267,2018,9,TEN,28.0,14.0,340.0,297.0,DAL,20189TENDAL
268,2018,10,PIT,52.0,21.0,457.0,242.0,CAR,201810PITCAR
269,2018,10,CAR,21.0,52.0,242.0,457.0,PIT,201810CARPIT
270,2018,10,CLE,28.0,16.0,427.0,382.0,ATL,201810CLEATL
271,2018,10,ATL,16.0,28.0,382.0,427.0,CLE,201810ATLCLE
272,2018,10,TB,3.0,16.0,501.0,286.0,WAS,201810TBWAS
273,2018,10,WAS,16.0,3.0,286.0,501.0,TB,201810WASTB
274,2018,10,CIN,14.0,51.0,284.0,509.0,NO,201810CINNO
275,2018,10,NO,51.0,14.0,509.0,284.0,CIN,201810NOCIN
276,2018,10,IND,29.0,26.0,366.0,415.0,JAX,201810INDJAX
277,2018,10,JAX,26.0,29.0,415.0,366.0,IND,201810JAXIND
278,2018,10,KC,26.0,14.0,330.0,260.0,ARI,201810KCARI
279,2018,10,ARI,14.0,26.0,260.0,330.0,KC,201810ARIKC
280,2018,10,CHI,34.0,22.0,402.0,305.0,DET,201810CHIDET
281,2018,10,DET,22.0,34.0,305.0,402.0,CHI,201810DETCHI
282,2018,10,TEN,34.0,10.0,385.0,284.0,NE,201810TENNE
283,2018,10,NE,10.0,34.0,284.0,385.0,TEN,201810NETEN
284,2018,10,NYJ,10.0,41.0,199.0,451.0,BUF,201810NYJBUF
285,2018,10,BUF,41.0,10.0,451.0,199.0,NYJ,201810BUFNYJ
286,2018,10,LV,6.0,20.0,317.0,335.0,LAC,201810LVLAC
287,2018,10,LAC,20.0,6.0,335.0,317.0,LV,201810LACLV
288,2018,10,GB,31.0,12.0,377.0,294.0,MIA,201810GBMIA
289,2018,10,MIA,12.0,31.0,294.0,377.0,GB,201810MIAGB
290,2018,10,LAR,36.0,31.0,456.0,414.0,SEA,201810LARSEA
291,2018,10,SEA,31.0,36.0,414.0,456.0,LAR,201810SEALAR
292,2018,10,PHI,20.0,27.0,421.0,410.0,DAL,201810PHIDAL
293,2018,10,DAL,27.0,20.0,410.0,421.0,PHI,201810DALPHI
294,2018,10,SF,23.0,27.0,374.0,277.0,NYG,201810SFNYG
295,2018,10,NYG,27.0,23.0,277.0,374.0,SF,201810NYGSF
296,2018,11,SEA,27.0,24.0,378.0,359.0,GB,201811SEAGB
297,2018,11,GB,24.0,27.0,359.0,378.0,SEA,201811GBSEA
298,2018,11,DET,20.0,19.0,309.0,387.0,CAR,201811DETCAR
299,2018,11,CAR,19.0,20.0,387.0,309.0,DET,201811CARDET
300,2018,11,WAS,21.0,23.0,278.0,320.0,HOU,201811WASHOU
301,2018,11,HOU,23.0,21.0,320.0,278.0,WAS,201811HOUWAS
302,2018,11,ATL,19.0,22.0,354.0,323.0,DAL,201811ATLDAL
303,2018,11,DAL,22.0,19.0,323.0,354.0,ATL,201811DALATL
304,2018,11,NYG,38.0,35.0,359.0,510.0,TB,201811NYGTB
305,2018,11,TB,35.0,38.0,510.0,359.0,NYG,201811TBNYG
306,2018,11,BAL,24.0,21.0,403.0,255.0,CIN,201811BALCIN
307,2018,11,CIN,21.0,24.0,255.0,403.0,BAL,201811CINBAL
308,2018,11,JAX,16.0,20.0,243.0,323.0,PIT,201811JAXPIT
309,2018,11,PIT,20.0,16.0,323.0,243.0,JAX,201811PITJAX
310,2018,11,IND,38.0,10.0,397.0,267.0,TEN,201811INDTEN
311,2018,11,TEN,10.0,38.0,267.0,397.0,IND,201811TENIND
312,2018,11,ARI,21.0,23.0,282.0,325.0,LV,201811ARILV
313,2018,11,LV,23.0,21.0,325.0,282.0,ARI,201811LVARI
314,2018,11,LAC,22.0,23.0,479.0,325.0,DEN,201811LACDEN
315,2018,11,DEN,23.0,22.0,325.0,479.0,LAC,201811DENLAC
316,2018,11,NO,48.0,7.0,546.0,196.0,PHI,201811NOPHI
317,2018,11,PHI,7.0,48.0,196.0,546.0,NO,201811PHINO
318,2018,11,CHI,25.0,20.0,308.0,268.0,MIN,201811CHIMIN
319,2018,11,MIN,20.0,25.0,268.0,308.0,CHI,201811MINCHI
320,2018,11,LAR,54.0,51.0,455.0,546.0,KC,201811LARKC
321,2018,11,KC,51.0,54.0,546.0,455.0,LAR,201811KCLAR
322,2018,12,DET,16.0,23.0,333.0,264.0,CHI,201812DETCHI
323,2018,12,CHI,23.0,16.0,264.0,333.0,DET,201812CHIDET
324,2018,12,DAL,31.0,23.0,404.0,331.0,WAS,201812DALWAS
325,2018,12,WAS,23.0,31.0,331.0,404.0,DAL,201812WASDAL
326,2018,12,NO,31.0,17.0,312.0,366.0,ATL,201812NOATL
327,2018,12,ATL,17.0,31.0,366.0,312.0,NO,201812ATLNO
328,2018,12,PHI,25.0,22.0,341.0,402.0,NYG,201812PHINYG
329,2018,12,NYG,22.0,25.0,402.0,341.0,PHI,201812NYGPHI
330,2018,12,BUF,24.0,21.0,327.0,333.0,JAX,201812BUFJAX
331,2018,12,JAX,21.0,24.0,333.0,327.0,BUF,201812JAXBUF
332,2018,12,BAL,34.0,17.0,416.0,249.0,LV,201812BALLV
333,2018,12,LV,17.0,34.0,249.0,416.0,BAL,201812LVBAL
334,2018,12,CIN,20.0,35.0,372.0,342.0,CLE,201812CINCLE
335,2018,12,CLE,35.0,20.0,342.0,372.0,CIN,201812CLECIN
336,2018,12,NYJ,13.0,27.0,338.0,498.0,NE,201812NYJNE
337,2018,12,NE,27.0,13.0,498.0,338.0,NYJ,201812NENYJ
338,2018,12,CAR,27.0,30.0,476.0,397.0,SEA,201812CARSEA
339,2018,12,SEA,30.0,27.0,397.0,476.0,CAR,201812SEACAR
340,2018,12,TB,27.0,9.0,412.0,342.0,SF,201812TBSF
341,2018,12,SF,9.0,27.0,342.0,412.0,TB,201812SFTB
342,2018,12,LAC,45.0,10.0,414.0,149.0,ARI,201812LACARI
343,2018,12,ARI,10.0,45.0,149.0,414.0,LAC,201812ARILAC
344,2018,12,DEN,24.0,17.0,308.0,527.0,PIT,201812DENPIT
345,2018,12,PIT,17.0,24.0,527.0,308.0,DEN,201812PITDEN
346,2018,12,IND,27.0,24.0,455.0,314.0,MIA,201812INDMIA
347,2018,12,MIA,24.0,27.0,314.0,455.0,IND,201812MIAIND
348,2018,12,MIN,24.0,17.0,416.0,254.0,GB,201812MINGB
349,2018,12,GB,17.0,24.0,254.0,416.0,MIN,201812GBMIN
350,2018,12,HOU,34.0,17.0,462.0,365.0,TEN,201812HOUTEN
351,2018,12,TEN,17.0,34.0,365.0,462.0,HOU,201812TENHOU
352,2018,13,DAL,13.0,10.0,308.0,176.0,NO,201813DALNO
353,2018,13,NO,10.0,13.0,176.0,308.0,DAL,201813NODAL
354,2018,13,GB,17.0,20.0,325.0,315.0,ARI,201813GBARI
355,2018,13,ARI,20.0,17.0,315.0,325.0,GB,201813ARIGB
356,2018,13,TB,24.0,17.0,315.0,444.0,CAR,201813TBCAR
357,2018,13,CAR,17.0,24.0,444.0,315.0,TB,201813CARTB
358,2018,13,NYG,30.0,27.0,338.0,376.0,CHI,201813NYGCHI
359,2018,13,CHI,27.0,30.0,376.0,338.0,NYG,201813CHINYG
360,2018,13,ATL,16.0,26.0,131.0,366.0,BAL,201813ATLBAL
361,2018,13,BAL,26.0,16.0,366.0,131.0,ATL,201813BALATL
362,2018,13,MIA,21.0,17.0,175.0,415.0,BUF,201813MIABUF
