,Season,Week,Team,TeamPoints,OpponentPoints,YardsFor,YardsAgainst,Opponent,MatchString
1733,2021,7,CAR,3.0,25.0,173.0,302.0,NYG,20217CARNYG
1734,2021,7,NE,54.0,13.0,551.0,299.0,NYJ,20217NENYJ
1735,2021,7,NYJ,13.0,54.0,299.0,551.0,NE,20217NYJNE
1736,2021,7,BAL,17.0,41.0,393.0,520.0,CIN,20217BALCIN
1737,2021,7,CIN,41.0,17.0,520.0,393.0,BAL,20217CINBAL
1738,2021,7,LV,33.0,22.0,442.0,358.0,PHI,20217LVPHI
1739,2021,7,PHI,22.0,33.0,358.0,442.0,LV,20217PHILV
1740,2021,7,LAR,28.0,19.0,374.0,415.0,DET,20217LARDET
1741,2021,7,DET,19.0,28.0,415.0,374.0,LAR,20217DETLAR
1742,2021,7,TB,38.0,3.0,408.0,311.0,CHI,20217TBCHI
1743,2021,7,CHI,3.0,38.0,311.0,408.0,TB,20217CHITB
1744,2021,7,ARI,31.0,5.0,397.0,160.0,HOU,20217ARIHOU
1745,2021,7,HOU,5.0,31.0,160.0,397.0,ARI,20217HOUARI
1746,2021,7,SF,18.0,30.0,280.0,295.0,IND,20217SFIND
1747,2021,7,IND,30.0,18.0,295.0,280.0,SF,20217INDSF
1748,2021,7,SEA,10.0,13.0,219.0,304.0,NO,20217SEANO
1749,2021,7,NO,13.0,10.0,304.0,219.0,SEA,20217NOSEA
1750,2021,8,ARI,21.0,24.0,334.0,335.0,GB,20218ARIGB
1751,2021,8,GB,24.0,21.0,335.0,334.0,ARI,20218GBARI
1752,2021,8,ATL,13.0,19.0,213.0,332.0,CAR,20218ATLCAR
1753,2021,8,CAR,19.0,13.0,332.0,213.0,ATL,20218CARATL
1754,2021,8,BUF,26.0,11.0,351.0,262.0,MIA,20218BUFMIA
1755,2021,8,MIA,11.0,26.0,262.0,351.0,BUF,20218MIABUF
1756,2021,8,HOU,22.0,38.0,323.0,467.0,LAR,20218HOULAR
1757,2021,8,LAR,38.0,22.0,467.0,323.0,HOU,20218LARHOU
1758,2021,8,CHI,22.0,33.0,324.0,467.0,SF,20218CHISF
1759,2021,8,SF,33.0,22.0,467.0,324.0,CHI,20218SFCHI
1760,2021,8,NYJ,34.0,31.0,511.0,318.0,CIN,20218NYJCIN
1761,2021,8,CIN,31.0,34.0,318.0,511.0,NYJ,20218CINNYJ
1762,2021,8,CLE,10.0,15.0,306.0,370.0,PIT,20218CLEPIT
1763,2021,8,PIT,15.0,10.0,370.0,306.0,CLE,20218PITCLE
1764,2021,8,IND,31.0,34.0,307.0,340.0,TEN,20218INDTEN
1765,2021,8,TEN,34.0,31.0,340.0,307.0,IND,20218TENIND
1766,2021,8,DET,6.0,44.0,228.0,350.0,PHI,20218DETPHI
1767,2021,8,PHI,44.0,6.0,350.0,228.0,DET,20218PHIDET
1768,2021,8,SEA,31.0,7.0,229.0,309.0,JAX,20218SEAJAX
1769,2021,8,JAX,7.0,31.0,309.0,229.0,SEA,20218JAXSEA
1770,2021,8,LAC,24.0,27.0,369.0,352.0,NE,20218LACNE
1771,2021,8,NE,27.0,24.0,352.0,369.0,LAC,20218NELAC
1772,2021,8,NO,36.0,27.0,361.0,421.0,TB,20218NOTB
1773,2021,8,TB,27.0,36.0,421.0,361.0,NO,20218TBNO
1774,2021,8,DEN,17.0,10.0,273.0,342.0,WAS,20218DENWAS
1775,2021,8,WAS,10.0,17.0,342.0,273.0,DEN,20218WASDEN
1776,2021,8,MIN,16.0,20.0,278.0,419.0,DAL,20218MINDAL
1777,2021,8,DAL,20.0,16.0,419.0,278.0,MIN,20218DALMIN
1778,2021,8,KC,20.0,17.0,368.0,300.0,NYG,20218KCNYG
1779,2021,8,NYG,17.0,20.0,300.0,368.0,KC,20218NYGKC
1780,2021,9,IND,45.0,30.0,532.0,486.0,NYJ,20219INDNYJ
1781,2021,9,NYJ,30.0,45.0,486.0,532.0,IND,20219NYJIND
1782,2021,9,BAL,34.0,31.0,500.0,318.0,MIN,20219BALMIN
1783,2021,9,MIN,31.0,34.0,318.0,500.0,BAL,20219MINBAL
1784,2021,9,NO,25.0,27.0,376.0,366.0,ATL,20219NOATL
1785,2021,9,ATL,27.0,25.0,366.0,376.0,NO,20219ATLNO
1786,2021,9,JAX,9.0,6.0,218.0,301.0,BUF,20219JAXBUF
1787,2021,9,BUF,6.0,9.0,301.0,218.0,JAX,20219BUFJAX
1788,2021,9,DAL,16.0,30.0,290.0,407.0,DEN,20219DALDEN
1789,2021,9,DEN,30.0,16.0,407.0,290.0,DAL,20219DENDAL
1790,2021,9,CAR,6.0,24.0,240.0,273.0,NE,20219CARNE
1791,2021,9,NE,24.0,6.0,273.0,240.0,CAR,20219NECAR
1792,2021,9,MIA,17.0,9.0,262.0,272.0,HOU,20219MIAHOU
1793,2021,9,HOU,9.0,17.0,272.0,262.0,MIA,20219HOUMIA
1794,2021,9,NYG,23.0,16.0,247.0,403.0,LV,20219NYGLV
1795,2021,9,LV,16.0,23.0,403.0,247.0,NYG,20219LVNYG
1796,2021,9,CIN,16.0,41.0,348.0,361.0,CLE,20219CINCLE
1797,2021,9,CLE,41.0,16.0,361.0,348.0,CIN,20219CLECIN
1798,2021,9,PHI,24.0,27.0,331.0,445.0,LAC,20219PHILAC
1799,2021,9,LAC,27.0,24.0,445.0,331.0,PHI,20219LACPHI
1800,2021,9,KC,13.0,7.0,237.0,301.0,GB,20219KCGB
1801,2021,9,GB,7.0,13.0,301.0,237.0,KC,20219GBKC
1802,2021,9,SF,17.0,31.0,337.0,437.0,ARI,20219SFARI
1803,2021,9,ARI,31.0,17.0,437.0,337.0,SF,20219ARISF
1804,2021,9,LAR,16.0,28.0,347.0,194.0,TEN,20219LARTEN
1805,2021,9,TEN,28.0,16.0,194.0,347.0,LAR,20219TENLAR
1806,2021,9,PIT,29.0,27.0,280.0,414.0,CHI,20219PITCHI
1807,2021,9,CHI,27.0,29.0,414.0,280.0,PIT,20219CHIPIT
1808,2021,10,MIA,22.0,10.0,350.0,304.0,BAL,202110MIABAL
1809,2021,10,BAL,10.0,22.0,304.0,350.0,MIA,202110BALMIA
1810,2021,10,DAL,43.0,3.0,431.0,214.0,ATL,202110DALATL
1811,2021,10,ATL,3.0,43.0,214.0,431.0,DAL,202110ATLDAL
1812,2021,10,NYJ,17.0,45.0,366.0,489.0,BUF,202110NYJBUF
1813,2021,10,BUF,45.0,17.0,489.0,366.0,NYJ,202110BUFNYJ
1814,2021,10,PIT,16.0,16.0,387.0,306.0,DET,202110PITDET
1815,2021,10,DET,16.0,16.0,306.0,387.0,PIT,202110DETPIT
1816,2021,10,TEN,23.0,21.0,264.0,373.0,NO,202110TENNO
1817,2021,10,NO,21.0,23.0,373.0,264.0,TEN,202110NOTEN
1818,2021,10,WAS,29.0,19.0,320.0,273.0,TB,202110WASTB
1819,2021,10,TB,19.0,29.0,273.0,320.0,WAS,202110TBWAS
1820,2021,10,NE,45.0,7.0,452.0,217.0,CLE,202110NECLE
1821,2021,10,CLE,7.0,45.0,217.0,452.0,NE,202110CLENE
1822,2021,10,IND,23.0,17.0,295.0,331.0,JAX,202110INDJAX
1823,2021,10,JAX,17.0,23.0,331.0,295.0,IND,202110JAXIND
1824,2021,10,LAC,20.0,27.0,253.0,381.0,MIN,202110LACMIN
1825,2021,10,MIN,27.0,20.0,381.0,253.0,LAC,202110MINLAC
1826,2021,10,ARI,10.0,34.0,169.0,341.0,CAR,202110ARICAR
1827,2021,10,CAR,34.0,10.0,341.0,169.0,ARI,202110CARARI
1828,2021,10,GB,17.0,0.0,393.0,208.0,SEA,202110GBSEA
1829,2021,10,SEA,0.0,17.0,208.0,393.0,GB,202110SEAGB
1830,2021,10,DEN,13.0,30.0,308.0,386.0,PHI,202110DENPHI
1831,2021,10,PHI,30.0,13.0,386.0,308.0,DEN,202110PHIDEN
1832,2021,10,LV,14.0,41.0,299.0,516.0,KC,202110LVKC
1833,2021,10,KC,41.0,14.0,516.0,299.0,LV,202110KCLV
1834,2021,10,SF,31.0,10.0,335.0,278.0,LAR,202110SFLAR
1835,2021,10,LAR,10.0,31.0,278.0,335.0,SF,202110LARSF
1836,2021,11,ATL,0.0,25.0,165.0,308.0,NE,202111ATLNE
1837,2021,11,NE,25.0,0.0,308.0,165.0,ATL,202111NEATL
1838,2021,11,TEN,13.0,22.0,420.0,190.0,HOU,202111TENHOU
1839,2021,11,HOU,22.0,13.0,190.0,420.0,TEN,202111HOUTEN
1840,2021,11,JAX,10.0,30.0,200.0,333.0,SF,202111JAXSF
1841,2021,11,SF,30.0,10.0,333.0,200.0,JAX,202111SFJAX
1842,2021,11,PHI,40.0,29.0,380.0,323.0,NO,202111PHINO
1843,2021,11,NO,29.0,40.0,323.0,380.0,PHI,202111NOPHI
1844,2021,11,CHI,13.0,16.0,353.0,299.0,BAL,202111CHIBAL
1845,2021,11,BAL,16.0,13.0,299.0,353.0,CHI,202111BALCHI
1846,2021,11,BUF,15.0,41.0,311.0,370.0,IND,202111BUFIND
1847,2021,11,IND,41.0,15.0,370.0,311.0,BUF,202111INDBUF
1848,2021,11,NYJ,17.0,24.0,380.0,388.0,MIA,202111NYJMIA
1849,2021,11,MIA,24.0,17.0,388.0,380.0,NYJ,202111MIANYJ
1850,2021,11,CAR,21.0,27.0,297.0,369.0,WAS,202111CARWAS
1851,2021,11,WAS,27.0,21.0,369.0,297.0,CAR,202111WASCAR
1852,2021,11,MIN,34.0,31.0,408.0,467.0,GB,202111MINGB
1853,2021,11,GB,31.0,34.0,467.0,408.0,MIN,202111GBMIN
1854,2021,11,CLE,13.0,10.0,349.0,245.0,DET,202111CLEDET
1855,2021,11,DET,10.0,13.0,245.0,349.0,CLE,202111DETCLE
1856,2021,11,LV,13.0,32.0,278.0,288.0,CIN,202111LVCIN
1857,2021,11,CIN,32.0,13.0,288.0,278.0,LV,202111CINLV
1858,2021,11,KC,19.0,9.0,370.0,276.0,DAL,202111KCDAL
1859,2021,11,DAL,9.0,19.0,276.0,370.0,KC,202111DALKC
1860,2021,11,SEA,13.0,23.0,266.0,413.0,ARI,202111SEAARI
1861,2021,11,ARI,23.0,13.0,413.0,266.0,SEA,202111ARISEA
1862,2021,11,LAC,41.0,37.0,533.0,300.0,PIT,202111LACPIT
1863,2021,11,PIT,37.0,41.0,300.0,533.0,LAC,202111PITLAC
1864,2021,11,TB,30.0,10.0,402.0,215.0,NYG,202111TBNYG
1865,2021,11,NYG,10.0,30.0,215.0,402.0,TB,202111NYGTB
1866,2021,12,DET,14.0,16.0,239.0,378.0,CHI,202112DETCHI
1867,2021,12,CHI,16.0,14.0,378.0,239.0,DET,202112CHIDET
1868,2021,12,DAL,33.0,36.0,437.0,509.0,LV,202112DALLV
1869,2021,12,LV,36.0,33.0,509.0,437.0,DAL,202112LVDAL
1870,2021,12,NO,6.0,31.0,190.0,361.0,BUF,202112NOBUF
1871,2021,12,BUF,31.0,6.0,361.0,190.0,NO,202112BUFNO
1872,2021,12,JAX,,,,,ATL,202112JAXATL
1873,2021,12,ATL,,,,,JAX,202112ATLJAX
1874,2021,12,NE,,,,,TEN,202112NETEN
1875,2021,12,TEN,,,,,NE,202112TENNE
1876,2021,12,IND,,,,,TB,202112INDTB
1877,2021,12,TB,,,,,IND,202112TBIND
1878,2021,12,NYG,,,,,PHI,202112NYGPHI
1879,2021,12,PHI,,,,,NYG,202112PHINYG
1880,2021,12,MIA,,,,,CAR,202112MIACAR
1881,2021,12,CAR,,,,,MIA,202112CARMIA
1882,2021,12,CIN,,,,,PIT,202112CINPIT
1883,2021,12,PIT,,,,,CIN,202112PITCIN
1884,2021,12,HOU,,,,,NYJ,202112HOUNYJ
1885,2021,12,NYJ,,,,,HOU,202112NYJHOU
1886,2021,12,DEN,,,,,LAC,202112DENLAC
1887,2021,12,LAC,,,,,DEN,202112LACDEN
1888,2021,12,SF,,,,,MIN,202112SFMIN
1889,2021,12,MIN,,,,,SF,202112MINSF
1890,2021,12,GB,,,,,LAR,202112GBLAR
1891,2021,12,LAR,,,,,GB,202112LARGB
1892,2021,12,BAL,,,,,CLE,202112BALCLE
1893,2021,12,CLE,,,,,BAL,202112CLEBAL
1894,2021,12,WAS,,,,,SEA,202112WASSEA
1895,2021,12,SEA,,,,,WAS,202112SEAWAS
1896,2021,13,NO,,,,,DAL,202113NODAL
1897,2021,13,DAL,,,,,NO,202113DALNO
1898,2021,13,HOU,,,,,IND,202113HOUIND
1899,2021,13,IND,,,,,HOU,202113INDHOU
1900,2021,13,MIA,,,,,NYG,202113MIANYG
1901,2021,13,NYG,,,,,MIA,202113NYGMIA
1902,2021,13,DET,,,,,MIN,202113DETMIN
1903,2021,13,MIN,,,,,DET,202113MINDET
1904,2021,13,CHI,,,,,ARI,202113CHIARI
1905,2021,13,ARI,,,,,CHI,202113ARICHI
1906,2021,13,CIN,,,,,LAC,202113CINLAC
1907,2021,13,LAC,,,,,CIN,202113LACCIN
1908,2021,13,KC,,,,,DEN,202113KCDEN
1909,2021,13,DEN,,,,,KC,202113DENKC
1910,2021,13,ATL,,,,,TB,202113ATLTB
1911,2021,13,TB,,,,,ATL,202113TBATL
1912,2021,13,NYJ,,,,,PHI,202113NYJPHI
1913,2021,13,PHI,,,,,NYJ,202113PHINYJ
1914,2021,13,LV,,,,,WAS,202113LVWAS
1915,2021,13,WAS,,,,,LV,202113WASLV
1916,2021,13,PIT,,,,,BAL,202113PITBAL
1917,2021,13,BAL,,,,,PIT,202113BALPIT
1918,2021,13,LAR,,,,,JAX,202113LARJAX
1919,2021,13,JAX,,,,,LAR,202113JAXLAR
1920,2021,13,SEA,,,,,SF,202113SEASF
1921,2021,13,SF,,,,,SEA,202113SFSEA
1922,2021,13,BUF,,,,,NE,202113BUFNE
1923,2021,13,NE,,,,,BUF,202113NEBUF
1924,2021,14,MIN,,,,,PIT,202114MINPIT
1925,2021,14,PIT,,,,,MIN,202114PITMIN
1926,2021,14,CLE,,,,,BAL,202114CLEBAL
1927,2021,14,BAL,,,,,CLE,202114BALCLE
1928,2021,14,WAS,,,,,DAL,202114WASDAL
1929,2021,14,DAL,,,,,WAS,202114DALWAS
1930,2021,14,HOU,,,,,SEA,202114HOUSEA
1931,2021,14,SEA,,,,,HOU,202114SEAHOU
1932,2021,14,TEN,,,,,JAX,202114TENJAX
1933,2021,14,JAX,,,,,TEN,202114JAXTEN
1934,2021,14,NYJ,,,,,NO,202114NYJNO
1935,2021,14,NO,,,,,NYJ,202114NONYJ
1936,2021,14,KC,,,,,LV,202114KCLV
1937,2021,14,LV,,,,,KC,202114LVKC
1938,2021,14,CAR,,,,,ATL,202114CARATL
1939,2021,14,ATL,,,,,CAR,202114ATLCAR
1940,2021,14,CIN,,,,,SF,202114CINSF
1941,2021,14,SF,,,,,CIN,202114SFCIN
1942,2021,14,LAC,,,,,NYG,202114LACNYG
1943,2021,14,NYG,,,,,LAC,202114NYGLAC
1944,2021,14,DEN,,,,,DET,202114DENDET
1945,2021,14,DET,,,,,DEN,202114DETDEN
1946,2021,14,TB,,,,,BUF,202114TBBUF
1947,2021,14,BUF,,,,,TB,202114BUFTB
1948,2021,14,GB,,,,,CHI,202114GBCHI
1949,2021,14,CHI,,,,,GB,202114CHIGB
1950,2021,14,ARI,,,,,LAR,202114ARILAR
1951,2021,14,LAR,,,,,ARI,202114LARARI
1952,2021,15,LAC,,,,,KC,202115LACKC
1953,2021,15,KC,,,,,LAC,202115KCLAC
1954,2021,15,BAL,,,,,GB,202115BALGB
1955,2021,15,GB,,,,,BAL,202115GBBAL
1956,2021,15,BUF,,,,,CAR,202115BUFCAR
1957,2021,15,CAR,,,,,BUF,202115CARBUF
1958,2021,15,IND,,,,,NE,202115INDNE
1959,2021,15,NE,,,,,IND,202115NEIND
1960,2021,15,MIA,,,,,NYJ,202115MIANYJ
1961,2021,15,NYJ,,,,,MIA,202115NYJMIA
1962,2021,15,PHI,,,,,WAS,202115PHIWAS
1963,2021,15,WAS,,,,,PHI,202115WASPHI
1964,2021,15,NYG,,,,,DAL,202115NYGDAL
1965,2021,15,DAL,,,,,NYG,202115DALNYG
1966,2021,15,PIT,,,,,TEN,202115PITTEN
1967,2021,15,TEN,,,,,PIT,202115TENPIT
1968,2021,15,DET,,,,,ARI,202115DETARI
1969,2021,15,ARI,,,,,DET,202115ARIDET
1970,2021,15,JAX,,,,,HOU,202115JAXHOU
1971,2021,15,HOU,,,,,JAX,202115HOUJAX
1972,2021,15,CLE,,,,,LV,202115CLELV
1973,2021,15,LV,,,,,CLE,202115LVCLE
1974,2021,15,SF,,,,,ATL,202115SFATL
1975,2021,15,ATL,,,,,SF,202115ATLSF
1976,2021,15,DEN,,,,,CIN,202115DENCIN
1977,2021,15,CIN,,,,,DEN,202115CINDEN
1978,2021,15,LAR,,,,,SEA,202115LARSEA
1979,2021,15,SEA,,,,,LAR,202115SEALAR
1980,2021,15,TB,,,,,NO,202115TBNO
1981,2021,15,NO,,,,,TB,202115NOTB
1982,2021,15,CHI,,,,,MIN,202115CHIMIN
1983,2021,15,MIN,,,,,CHI,202115MINCHI
1984,2021,16,TEN,,,,,SF,202116TENSF
1985,2021,16,SF,,,,,TEN,202116SFTEN
1986,2021,16,GB,,,,,CLE,202116GBCLE
1987,2021,16,CLE,,,,,GB,202116CLEGB
1988,2021,16,ARI,,,,,IND,202116ARIIND
1989,2021,16,IND,,,,,ARI,202116INDARI
1990,2021,16,CAR,,,,,TB,202116CARTB
1991,2021,16,TB,,,,,CAR,202116TBCAR
1992,2021,16,ATL,,,,,DET,202116ATLDET
1993,2021,16,DET,,,,,ATL,202116DETATL
1994,2021,16,NE,,,,,BUF,202116NEBUF
1995,2021,16,BUF,,,,,NE,202116BUFNE
1996,2021,16,CIN,,,,,BAL,202116CINBAL
1997,2021,16,BAL,,,,,CIN,202116BALCIN
1998,2021,16,NYJ,,,,,JAX,202116NYJJAX
1999,2021,16,JAX,,,,,NYJ,202116JAXNYJ
2000,2021,16,MIN,,,,,LAR,202116MINLAR
2001,2021,16,LAR,,,,,MIN,202116LARMIN
2002,2021,16,HOU,,,,,LAC,202116HOULAC
2003,2021,16,LAC,,,,,HOU,202116LACHOU
2004,2021,16,PHI,,,,,NYG,202116PHINYG
2005,2021,16,NYG,,,,,PHI,202116NYGPHI
2006,2021,16,SEA,,,,,CHI,202116SEACHI
2007,2021,16,CHI,,,,,SEA,202116CHISEA
2008,2021,16,KC,,,,,PIT,202116KCPIT
2009,2021,16,PIT,,,,,KC,202116PITKC
2010,2021,16,LV,,,,,DEN,202116LVDEN
2011,2021,16,DEN,,,,,LV,202116DENLV
2012,2021,16,DAL,,,,,WAS,202116DALWAS
2013,2021,16,WAS,,,,,DAL,202116WASDAL
2014,2021,16,NO,,,,,MIA,202116NOMIA
2015,2021,16,MIA,,,,,NO,202116MIANO
2016,2021,17,NE,,,,,JAX,202117NEJAX
2017,2021,17,JAX,,,,,NE,202117JAXNE
2018,2021,17,DAL,,,,,ARI,202117DALARI
2019,2021,17,ARI,,,,,DAL,202117ARIDAL
2020,2021,17,TEN,,,,,MIA,202117TENMIA
2021,2021,17,MIA,,,,,TEN,202117MIATEN
2022,2021,17,WAS,,,,,PHI,202117WASPHI
2023,2021,17,PHI,,,,,WAS,202117PHIWAS
2024,2021,17,CHI,,,,,NYG,202117CHINYG
2025,2021,17,NYG,,,,,CHI,202117NYGCHI
2026,2021,17,IND,,,,,LV,202117INDLV
2027,2021,17,LV,,,,,IND,202117LVIND
2028,2021,17,BUF,,,,,ATL,202117BUFATL
2029,2021,17,ATL,,,,,BUF,202117ATLBUF
2030,2021,17,NYJ,,,,,TB,202117NYJTB
2031,2021,17,TB,,,,,NYJ,202117TBNYJ
2032,2021,17,NO,,,,,CAR,202117NOCAR
2033,2021,17,CAR,,,,,NO,202117CARNO
2034,2021,17,CIN,,,,,KC,202117CINKC
2035,2021,17,KC,,,,,CIN,202117KCCIN
2036,2021,17,LAC,,,,,DEN,202117LACDEN
2037,2021,17,DEN,,,,,LAC,202117DENLAC
2038,2021,17,SF,,,,,HOU,202117SFHOU
2039,2021,17,HOU,,,,,SF,202117HOUSF
2040,2021,17,BAL,,,,,LAR,202117BALLAR
2041,2021,17,LAR,,,,,BAL,202117LARBAL
2042,2021,17,SEA,,,,,DET,202117SEADET
2043,2021,17,DET,,,,,SEA,202117DETSEA
2044,2021,17,GB,,,,,MIN,202117GBMIN
2045,2021,17,MIN,,,,,GB,202117MINGB
2046,2021,17,PIT,,,,,CLE,202117PITCLE
2047,2021,17,CLE,,,,,PIT,202117CLEPIT
2048,2021,18,HOU,,,,,TEN,202118HOUTEN
2049,2021,18,TEN,,,,,HOU,202118TENHOU
2050,2021,18,TB,,,,,CAR,202118TBCAR
2051,2021,18,CAR,,,,,TB,202118CARTB
2052,2021,18,BAL,,,,,PIT,202118BALPIT
2053,2021,18,PIT,,,,,BAL,202118PITBAL
2054,2021,18,NYG,,,,,WAS,202118NYGWAS
2055,2021,18,WAS,,,,,NYG,202118WASNYG
2056,2021,18,CLE,,,,,CIN,202118CLECIN
2057,2021,18,CIN,,,,,CLE,202118CINCLE
2058,2021,18,ATL,,,,,NO,202118ATLNO
2059,2021,18,NO,,,,,ATL,202118NOATL
2060,2021,18,MIN,,,,,CHI,202118MINCHI
2061,2021,18,CHI,,,,,MIN,202118CHIMIN
2062,2021,18,DET,,,,,GB,202118DETGB
2063,2021,18,GB,,,,,DET,202118GBDET
2064,2021,18,MIA,,,,,NE,202118MIANE
2065,2021,18,NE,,,,,MIA,202118NEMIA
2066,2021,18,BUF,,,,,NYJ,202118BUFNYJ
2067,2021,18,NYJ,,,,,BUF,202118NYJBUF
2068,2021,18,JAX,,,,,IND,202118JAXIND
2069,2021,18,IND,,,,,JAX,202118INDJAX
2070,2021,18,PHI,,,,,DAL,202118PHIDAL
2071,2021,18,DAL,,,,,PHI,202118DALPHI
2072,2021,18,LV,,,,,LAC,202118LVLAC
2073,2021,18,LAC,,,,,LV,202118LACLV
2074,2021,18,DEN,,,,,KC,202118DENKC
2075,2021,18,KC,,,,,DEN,202118KCDEN
2076,2021,18,LAR,,,,,SF,202118LARSF
2077,2021,18,SF,,,,,LAR,202118SFLAR
2078,2021,18,ARI,,,,,SEA,202118ARISEA
2079,2021,18,SEA,,,,,ARI,202118SEAARI
